model,revision,gcid,actual_label,pred_label,pred_proba,correct,threshold
XGBoost,84,654,0,,,,0.5
CatBoost,84,654,0,,,,0.5
RandomForest,85,653,0,,,,0.5
LightGBM,85,653,0,,,,0.5
XGBoost,85,653,0,,,,0.5
CatBoost,85,653,0,,,,0.5
RandomForest,86,177,1,,,,0.5
RandomForest,86,198,1,,,,0.5
RandomForest,86,212,1,,,,0.5
RandomForest,86,630,1,,,,0.5
RandomForest,86,704,0,,,,0.5
RandomForest,86,707,1,,,,0.5
RandomForest,86,733,0,,,,0.5
LightGBM,86,177,1,,,,0.5
LightGBM,86,198,1,,,,0.5
LightGBM,86,212,1,,,,0.5
LightGBM,86,630,1,,,,0.5
LightGBM,86,704,0,,,,0.5
LightGBM,86,707,1,,,,0.5
LightGBM,86,733,0,,,,0.5
XGBoost,86,177,1,,,,0.5
XGBoost,86,198,1,,,,0.5
XGBoost,86,212,1,,,,0.5
XGBoost,86,630,1,,,,0.5
XGBoost,86,704,0,,,,0.5
XGBoost,86,707,1,,,,0.5
XGBoost,86,733,0,,,,0.5
CatBoost,86,177,1,,,,0.5
CatBoost,86,198,1,,,,0.5
CatBoost,86,212,1,,,,0.5
CatBoost,86,630,1,,,,0.5
CatBoost,86,704,0,,,,0.5
CatBoost,86,707,1,,,,0.5
CatBoost,86,733,0,,,,0.5
RandomForest,89,866,0,,,,0.5
RandomForest,89,1129,0,,,,0.5
RandomForest,89,1130,0,,,,0.5
RandomForest,89,1195,0,,,,0.5
RandomForest,89,1196,0,,,,0.5
RandomForest,89,1983,0,,,,0.5
LightGBM,89,866,0,,,,0.5
LightGBM,89,1129,0,,,,0.5
LightGBM,89,1130,0,,,,0.5
LightGBM,89,1195,0,,,,0.5
LightGBM,89,1196,0,,,,0.5
LightGBM,89,1983,0,,,,0.5
XGBoost,89,866,0,,,,0.5
XGBoost,89,1129,0,,,,0.5
XGBoost,89,1130,0,,,,0.5
XGBoost,89,1195,0,,,,0.5
XGBoost,89,1196,0,,,,0.5
XGBoost,89,1983,0,,,,0.5
CatBoost,89,866,0,,,,0.5
CatBoost,89,1129,0,,,,0.5
CatBoost,89,1130,0,,,,0.5
CatBoost,89,1195,0,,,,0.5
CatBoost,89,1196,0,,,,0.5
CatBoost,89,1983,0,,,,0.5
RandomForest,94,319,1,,,,0.5
RandomForest,94,320,1,,,,0.5
RandomForest,94,360,0,,,,0.5
LightGBM,94,319,1,,,,0.5
LightGBM,94,320,1,,,,0.5
LightGBM,94,360,0,,,,0.5
XGBoost,94,319,1,,,,0.5
XGBoost,94,320,1,,,,0.5
XGBoost,94,360,0,,,,0.5
CatBoost,94,319,1,,,,0.5
CatBoost,94,320,1,,,,0.5
CatBoost,94,360,0,,,,0.5
RandomForest,95,1108,0,0.0,0.3802,1.0,0.5
LightGBM,95,1108,0,0.0,0.1908,1.0,0.5
XGBoost,95,1108,0,1.0,0.5,0.0,0.5
CatBoost,95,1108,0,0.0,0.0259,1.0,0.5
RandomForest,97,316,1,1.0,0.774,1.0,0.5
RandomForest,97,317,1,1.0,0.774,1.0,0.5
RandomForest,97,318,1,1.0,0.774,1.0,0.5
RandomForest,97,1062,1,0.0,0.3145,0.0,0.5
RandomForest,97,1063,1,0.0,0.3145,0.0,0.5
LightGBM,97,316,1,1.0,0.9542,1.0,0.5
LightGBM,97,317,1,1.0,0.9542,1.0,0.5
LightGBM,97,318,1,1.0,0.9542,1.0,0.5
LightGBM,97,1062,1,0.0,0.1451,0.0,0.5
LightGBM,97,1063,1,0.0,0.1451,0.0,0.5
XGBoost,97,316,1,1.0,0.5,1.0,0.5
XGBoost,97,317,1,1.0,0.5,1.0,0.5
XGBoost,97,318,1,1.0,0.5,1.0,0.5
XGBoost,97,1062,1,1.0,0.5,1.0,0.5
XGBoost,97,1063,1,1.0,0.5,1.0,0.5
CatBoost,97,316,1,1.0,0.995,1.0,0.5
CatBoost,97,317,1,1.0,0.995,1.0,0.5
CatBoost,97,318,1,1.0,0.995,1.0,0.5
CatBoost,97,1062,1,0.0,0.0133,0.0,0.5
CatBoost,97,1063,1,0.0,0.0133,0.0,0.5
RandomForest,99,1989,0,1.0,0.5881,0.0,0.5
LightGBM,99,1989,0,1.0,0.9327,0.0,0.5
XGBoost,99,1989,0,1.0,0.5,0.0,0.5
CatBoost,99,1989,0,1.0,0.7443,0.0,0.5
RandomForest,103,187,0,0.0,0.2431,1.0,0.5
RandomForest,103,189,1,1.0,0.8701,1.0,0.5
RandomForest,103,629,0,0.0,0.4617,1.0,0.5
RandomForest,103,630,1,1.0,0.7699,1.0,0.5
RandomForest,103,641,1,0.0,0.1699,0.0,0.5
RandomForest,103,647,1,0.0,0.483,0.0,0.5
RandomForest,103,648,1,0.0,0.483,0.0,0.5
RandomForest,103,652,1,1.0,0.6772,1.0,0.5
LightGBM,103,187,0,0.0,0.0314,1.0,0.5
LightGBM,103,189,1,1.0,0.9753,1.0,0.5
LightGBM,103,629,0,1.0,0.5125,0.0,0.5
LightGBM,103,630,1,1.0,0.847,1.0,0.5
LightGBM,103,641,1,0.0,0.0182,0.0,0.5
LightGBM,103,647,1,0.0,0.3192,0.0,0.5
LightGBM,103,648,1,0.0,0.3192,0.0,0.5
LightGBM,103,652,1,1.0,0.9585,1.0,0.5
XGBoost,103,187,0,0.0,0.4196,1.0,0.5
XGBoost,103,189,1,1.0,0.5767,1.0,0.5
XGBoost,103,629,0,1.0,0.5767,0.0,0.5
XGBoost,103,630,1,1.0,0.5767,1.0,0.5
XGBoost,103,641,1,0.0,0.4196,0.0,0.5
XGBoost,103,647,1,0.0,0.4196,0.0,0.5
XGBoost,103,648,1,0.0,0.4196,0.0,0.5
XGBoost,103,652,1,1.0,0.5767,1.0,0.5
CatBoost,103,187,0,0.0,0.0037,1.0,0.5
CatBoost,103,189,1,1.0,0.9969,1.0,0.5
CatBoost,103,629,0,1.0,0.8435,0.0,0.5
CatBoost,103,630,1,1.0,0.9937,1.0,0.5
CatBoost,103,641,1,0.0,0.0215,0.0,0.5
CatBoost,103,647,1,1.0,0.669,1.0,0.5
CatBoost,103,648,1,1.0,0.669,1.0,0.5
CatBoost,103,652,1,1.0,0.988,1.0,0.5
RandomForest,104,26,1,0.0,0.2604,0.0,0.59
RandomForest,104,311,0,0.0,0.579,1.0,0.59
RandomForest,104,324,0,0.0,0.2686,1.0,0.59
RandomForest,104,361,1,0.0,0.5641,0.0,0.59
RandomForest,104,362,1,0.0,0.5641,0.0,0.59
RandomForest,104,366,0,0.0,0.2976,1.0,0.59
RandomForest,104,368,1,0.0,0.5641,0.0,0.59
RandomForest,104,370,1,0.0,0.5641,0.0,0.59
RandomForest,104,1985,1,0.0,0.2309,0.0,0.59
LightGBM,104,26,1,0.0,0.3581,0.0,0.524
LightGBM,104,311,0,1.0,0.9825,0.0,0.524
LightGBM,104,324,0,0.0,0.0783,1.0,0.524
LightGBM,104,361,1,1.0,0.9193,1.0,0.524
LightGBM,104,362,1,1.0,0.9193,1.0,0.524
LightGBM,104,366,0,1.0,0.5726,0.0,0.524
LightGBM,104,368,1,1.0,0.9193,1.0,0.524
LightGBM,104,370,1,1.0,0.9193,1.0,0.524
LightGBM,104,1985,1,0.0,0.0445,0.0,0.524
XGBoost,104,26,1,0.0,0.2879,0.0,0.508
XGBoost,104,311,0,0.0,0.4151,1.0,0.508
XGBoost,104,324,0,0.0,0.2879,1.0,0.508
XGBoost,104,361,1,0.0,0.4151,0.0,0.508
XGBoost,104,362,1,0.0,0.4151,0.0,0.508
XGBoost,104,366,0,0.0,0.2879,1.0,0.508
XGBoost,104,368,1,0.0,0.4151,0.0,0.508
XGBoost,104,370,1,0.0,0.4151,0.0,0.508
XGBoost,104,1985,1,0.0,0.2879,0.0,0.508
CatBoost,104,26,1,0.0,0.3617,0.0,0.851
CatBoost,104,311,0,1.0,0.9252,0.0,0.851
CatBoost,104,324,0,0.0,0.0055,1.0,0.851
CatBoost,104,361,1,1.0,0.958,1.0,0.851
CatBoost,104,362,1,1.0,0.958,1.0,0.851
CatBoost,104,366,0,0.0,0.4916,1.0,0.851
CatBoost,104,368,1,1.0,0.958,1.0,0.851
CatBoost,104,370,1,1.0,0.958,1.0,0.851
CatBoost,104,1985,1,0.0,0.0028,0.0,0.851
RandomForest,107,1475,1,1.0,0.6691,1.0,0.476
RandomForest,107,1509,1,1.0,0.6691,1.0,0.476
RandomForest,107,1512,1,0.0,0.3542,0.0,0.476
RandomForest,107,1588,1,0.0,0.3321,0.0,0.476
RandomForest,107,1595,1,1.0,0.5233,1.0,0.476
RandomForest,107,1596,1,1.0,0.5233,1.0,0.476
RandomForest,107,1599,1,0.0,0.2899,0.0,0.476
RandomForest,107,1601,1,0.0,0.357,0.0,0.476
RandomForest,107,1632,1,0.0,0.3143,0.0,0.476
RandomForest,107,1635,1,0.0,0.357,0.0,0.476
RandomForest,107,1642,1,0.0,0.4719,0.0,0.476
RandomForest,107,1656,1,1.0,0.5233,1.0,0.476
RandomForest,107,1657,1,1.0,0.5233,1.0,0.476
RandomForest,107,1659,1,0.0,0.357,0.0,0.476
RandomForest,107,1663,1,0.0,0.2929,0.0,0.476
RandomForest,107,1665,1,0.0,0.3051,0.0,0.476
RandomForest,107,1995,1,0.0,0.3679,0.0,0.476
RandomForest,107,1996,1,0.0,0.4519,0.0,0.476
RandomForest,107,1997,1,0.0,0.3691,0.0,0.476
RandomForest,107,1999,1,0.0,0.3679,0.0,0.476
RandomForest,107,2000,1,1.0,0.5066,1.0,0.476
RandomForest,107,2001,1,1.0,0.5066,1.0,0.476
LightGBM,107,1475,1,0.0,0.0116,0.0,0.573
LightGBM,107,1509,1,0.0,0.0116,0.0,0.573
LightGBM,107,1512,1,0.0,0.2804,0.0,0.573
LightGBM,107,1588,1,0.0,0.2158,0.0,0.573
LightGBM,107,1595,1,1.0,0.5975,1.0,0.573
LightGBM,107,1596,1,1.0,0.5975,1.0,0.573
LightGBM,107,1599,1,0.0,0.0005,0.0,0.573
LightGBM,107,1601,1,0.0,0.3919,0.0,0.573
LightGBM,107,1632,1,0.0,0.415,0.0,0.573
LightGBM,107,1635,1,0.0,0.3919,0.0,0.573
LightGBM,107,1642,1,0.0,0.0327,0.0,0.573
LightGBM,107,1656,1,1.0,0.5975,1.0,0.573
LightGBM,107,1657,1,1.0,0.5975,1.0,0.573
LightGBM,107,1659,1,0.0,0.3919,0.0,0.573
LightGBM,107,1663,1,0.0,0.0544,0.0,0.573
LightGBM,107,1665,1,0.0,0.0995,0.0,0.573
LightGBM,107,1995,1,1.0,0.8494,1.0,0.573
LightGBM,107,1996,1,0.0,0.0568,0.0,0.573
LightGBM,107,1997,1,1.0,0.8494,1.0,0.573
LightGBM,107,1999,1,1.0,0.8494,1.0,0.573
LightGBM,107,2000,1,0.0,0.169,0.0,0.573
LightGBM,107,2001,1,0.0,0.169,0.0,0.573
XGBoost,107,1475,1,1.0,0.7154,1.0,0.296
XGBoost,107,1509,1,1.0,0.7154,1.0,0.296
XGBoost,107,1512,1,1.0,0.3031,1.0,0.296
XGBoost,107,1588,1,0.0,0.2603,0.0,0.296
XGBoost,107,1595,1,1.0,0.6417,1.0,0.296
XGBoost,107,1596,1,1.0,0.6417,1.0,0.296
XGBoost,107,1599,1,1.0,0.3072,1.0,0.296
XGBoost,107,1601,1,0.0,0.2566,0.0,0.296
XGBoost,107,1632,1,0.0,0.2566,0.0,0.296
XGBoost,107,1635,1,0.0,0.2566,0.0,0.296
XGBoost,107,1642,1,1.0,0.6417,1.0,0.296
XGBoost,107,1656,1,1.0,0.6417,1.0,0.296
XGBoost,107,1657,1,1.0,0.6417,1.0,0.296
XGBoost,107,1659,1,0.0,0.2566,0.0,0.296
XGBoost,107,1663,1,1.0,0.3031,1.0,0.296
XGBoost,107,1665,1,0.0,0.2566,0.0,0.296
XGBoost,107,1995,1,0.0,0.2566,0.0,0.296
XGBoost,107,1996,1,1.0,0.6417,1.0,0.296
XGBoost,107,1997,1,0.0,0.2566,0.0,0.296
XGBoost,107,1999,1,0.0,0.2566,0.0,0.296
XGBoost,107,2000,1,1.0,0.6122,1.0,0.296
XGBoost,107,2001,1,1.0,0.6122,1.0,0.296
CatBoost,107,1475,1,0.0,0.4662,0.0,0.851
CatBoost,107,1509,1,0.0,0.4662,0.0,0.851
CatBoost,107,1512,1,0.0,0.0303,0.0,0.851
CatBoost,107,1588,1,0.0,0.1033,0.0,0.851
CatBoost,107,1595,1,0.0,0.4734,0.0,0.851
CatBoost,107,1596,1,0.0,0.4734,0.0,0.851
CatBoost,107,1599,1,0.0,0.0114,0.0,0.851
CatBoost,107,1601,1,0.0,0.1712,0.0,0.851
CatBoost,107,1632,1,0.0,0.0296,0.0,0.851
CatBoost,107,1635,1,0.0,0.1468,0.0,0.851
CatBoost,107,1642,1,0.0,0.0238,0.0,0.851
CatBoost,107,1656,1,0.0,0.4734,0.0,0.851
CatBoost,107,1657,1,0.0,0.4734,0.0,0.851
CatBoost,107,1659,1,0.0,0.1349,0.0,0.851
CatBoost,107,1663,1,0.0,0.0352,0.0,0.851
CatBoost,107,1665,1,0.0,0.0114,0.0,0.851
CatBoost,107,1995,1,0.0,0.6306,0.0,0.851
CatBoost,107,1996,1,0.0,0.0247,0.0,0.851
CatBoost,107,1997,1,0.0,0.5399,0.0,0.851
CatBoost,107,1999,1,0.0,0.6148,0.0,0.851
CatBoost,107,2000,1,0.0,0.3165,0.0,0.851
CatBoost,107,2001,1,0.0,0.3165,0.0,0.851
RandomForest,108,1510,1,0.0,0.2763,0.0,0.312
RandomForest,108,1511,1,0.0,0.2758,0.0,0.312
RandomForest,108,1639,1,0.0,0.2818,0.0,0.312
RandomForest,108,1640,1,0.0,0.2818,0.0,0.312
RandomForest,108,1641,1,0.0,0.2818,0.0,0.312
RandomForest,108,1644,0,0.0,0.2865,1.0,0.312
RandomForest,108,1646,0,0.0,0.2295,1.0,0.312
RandomForest,108,1649,0,0.0,0.2953,1.0,0.312
RandomForest,108,1993,1,0.0,0.2676,0.0,0.312
RandomForest,108,1998,0,1.0,0.4609,0.0,0.312
LightGBM,108,1510,1,0.0,0.122,0.0,0.573
LightGBM,108,1511,1,0.0,0.122,0.0,0.573
LightGBM,108,1639,1,0.0,0.0259,0.0,0.573
LightGBM,108,1640,1,0.0,0.0259,0.0,0.573
LightGBM,108,1641,1,0.0,0.0259,0.0,0.573
LightGBM,108,1644,0,0.0,0.1173,1.0,0.573
LightGBM,108,1646,0,0.0,0.0263,1.0,0.573
LightGBM,108,1649,0,0.0,0.1149,1.0,0.573
LightGBM,108,1993,1,0.0,0.0055,0.0,0.573
LightGBM,108,1998,0,0.0,0.0677,1.0,0.573
XGBoost,108,1510,1,0.0,0.4654,0.0,0.59
XGBoost,108,1511,1,0.0,0.4654,0.0,0.59
XGBoost,108,1639,1,1.0,0.631,1.0,0.59
XGBoost,108,1640,1,1.0,0.631,1.0,0.59
XGBoost,108,1641,1,1.0,0.631,1.0,0.59
XGBoost,108,1644,0,1.0,0.608,0.0,0.59
XGBoost,108,1646,0,0.0,0.4654,1.0,0.59
XGBoost,108,1649,0,1.0,0.608,0.0,0.59
XGBoost,108,1993,1,0.0,0.2855,0.0,0.59
XGBoost,108,1998,0,0.0,0.4255,1.0,0.59
CatBoost,108,1510,1,0.0,0.0915,0.0,0.1
CatBoost,108,1511,1,0.0,0.0915,0.0,0.1
CatBoost,108,1639,1,0.0,0.0516,0.0,0.1
CatBoost,108,1640,1,1.0,0.1153,1.0,0.1
CatBoost,108,1641,1,1.0,0.1153,1.0,0.1
CatBoost,108,1644,0,0.0,0.0535,1.0,0.1
CatBoost,108,1646,0,1.0,0.1254,0.0,0.1
CatBoost,108,1649,0,0.0,0.052,1.0,0.1
CatBoost,108,1993,1,0.0,0.0752,0.0,0.1
CatBoost,108,1998,0,1.0,0.1574,0.0,0.1
RandomForest,112,1797,1,1.0,0.6552,1.0,0.312
RandomForest,112,1798,0,0.0,0.2209,1.0,0.312
RandomForest,112,1799,1,1.0,0.6552,1.0,0.312
RandomForest,112,1801,0,0.0,0.2238,1.0,0.312
RandomForest,112,1803,0,0.0,0.2094,1.0,0.312
RandomForest,112,1804,1,1.0,0.4119,1.0,0.312
RandomForest,112,1805,1,1.0,0.4119,1.0,0.312
LightGBM,112,1797,1,1.0,0.9455,1.0,0.133
LightGBM,112,1798,0,0.0,0.0025,1.0,0.133
LightGBM,112,1799,1,1.0,0.9455,1.0,0.133
LightGBM,112,1801,0,0.0,0.0209,1.0,0.133
LightGBM,112,1803,0,0.0,0.0032,1.0,0.133
LightGBM,112,1804,1,1.0,0.1842,1.0,0.133
LightGBM,112,1805,1,1.0,0.1842,1.0,0.133
XGBoost,112,1797,1,0.0,0.5441,0.0,0.622
XGBoost,112,1798,0,0.0,0.1192,1.0,0.622
XGBoost,112,1799,1,0.0,0.5441,0.0,0.622
XGBoost,112,1801,0,0.0,0.2026,1.0,0.622
XGBoost,112,1803,0,0.0,0.2026,1.0,0.622
XGBoost,112,1804,1,0.0,0.5441,0.0,0.622
XGBoost,112,1805,1,0.0,0.5441,0.0,0.622
CatBoost,112,1797,1,1.0,0.886,1.0,0.165
CatBoost,112,1798,0,0.0,0.0129,1.0,0.165
CatBoost,112,1799,1,1.0,0.886,1.0,0.165
CatBoost,112,1801,0,0.0,0.0223,1.0,0.165
CatBoost,112,1803,0,0.0,0.0108,1.0,0.165
CatBoost,112,1804,1,0.0,0.0905,0.0,0.165
CatBoost,112,1805,1,0.0,0.0905,0.0,0.165
RandomForest,118,1735,1,1.0,0.4653,1.0,0.231
RandomForest,118,1736,1,1.0,0.4653,1.0,0.231
LightGBM,118,1735,1,0.0,0.093,0.0,0.133
LightGBM,118,1736,1,0.0,0.093,0.0,0.133
XGBoost,118,1735,1,1.0,0.3019,1.0,0.214
XGBoost,118,1736,1,1.0,0.3019,1.0,0.214
CatBoost,118,1735,1,1.0,0.4596,1.0,0.165
CatBoost,118,1736,1,1.0,0.4596,1.0,0.165
RandomForest,123,261,0,1.0,0.4907,0.0,0.231
LightGBM,123,261,0,1.0,0.1442,0.0,0.133
XGBoost,123,261,0,1.0,0.6103,0.0,0.214
CatBoost,123,261,0,1.0,0.3494,0.0,0.165
RandomForest,127,173,1,1.0,0.7299,1.0,0.231
RandomForest,127,879,0,1.0,0.6264,0.0,0.231
RandomForest,127,1845,0,1.0,0.5568,0.0,0.231
LightGBM,127,173,1,1.0,0.9074,1.0,0.149
LightGBM,127,879,0,1.0,0.9367,0.0,0.149
LightGBM,127,1845,0,1.0,0.9356,0.0,0.149
XGBoost,127,173,1,1.0,0.5876,1.0,0.214
XGBoost,127,879,0,1.0,0.6678,0.0,0.214
XGBoost,127,1845,0,1.0,0.3908,0.0,0.214
CatBoost,127,173,1,1.0,0.8548,1.0,0.361
CatBoost,127,879,0,1.0,0.9346,0.0,0.361
CatBoost,127,1845,0,1.0,0.8648,0.0,0.361
RandomForest,128,173,1,1.0,0.4486,1.0,0.231
RandomForest,128,793,0,0.0,0.2074,1.0,0.231
RandomForest,128,880,1,1.0,0.467,1.0,0.231
RandomForest,128,881,1,1.0,0.467,1.0,0.231
LightGBM,128,173,1,1.0,0.2064,1.0,0.149
LightGBM,128,793,0,0.0,0.0046,1.0,0.149
LightGBM,128,880,1,0.0,0.0083,0.0,0.149
LightGBM,128,881,1,0.0,0.0083,0.0,0.149
XGBoost,128,173,1,1.0,0.5837,1.0,0.214
XGBoost,128,793,0,0.0,0.1134,1.0,0.214
XGBoost,128,880,1,1.0,0.3997,1.0,0.214
XGBoost,128,881,1,1.0,0.3997,1.0,0.214
CatBoost,128,173,1,0.0,0.2214,0.0,0.361
CatBoost,128,793,0,0.0,0.0201,1.0,0.361
CatBoost,128,880,1,0.0,0.0436,0.0,0.361
CatBoost,128,881,1,0.0,0.0436,0.0,0.361
RandomForest,129,173,1,1.0,0.4712,1.0,0.231
RandomForest,129,689,1,1.0,0.5516,1.0,0.231
RandomForest,129,793,0,0.0,0.1815,1.0,0.231
RandomForest,129,794,0,0.0,0.1781,1.0,0.231
RandomForest,129,879,0,1.0,0.4043,0.0,0.231
RandomForest,129,880,1,1.0,0.4248,1.0,0.231
RandomForest,129,881,1,1.0,0.4248,1.0,0.231
RandomForest,129,1042,1,1.0,0.5605,1.0,0.231
RandomForest,129,1043,1,1.0,0.5605,1.0,0.231
LightGBM,129,173,1,1.0,0.3727,1.0,0.149
LightGBM,129,689,1,1.0,0.9585,1.0,0.149
LightGBM,129,793,0,0.0,0.0063,1.0,0.149
LightGBM,129,794,0,0.0,0.0083,1.0,0.149
LightGBM,129,879,0,1.0,0.1585,0.0,0.149
LightGBM,129,880,1,1.0,0.683,1.0,0.149
LightGBM,129,881,1,1.0,0.683,1.0,0.149
LightGBM,129,1042,1,0.0,0.1465,0.0,0.149
LightGBM,129,1043,1,0.0,0.1465,0.0,0.149
XGBoost,129,173,1,0.0,0.2005,0.0,0.214
XGBoost,129,689,1,1.0,0.6497,1.0,0.214
XGBoost,129,793,0,0.0,0.0892,1.0,0.214
XGBoost,129,794,0,0.0,0.0892,1.0,0.214
XGBoost,129,879,0,0.0,0.143,1.0,0.214
XGBoost,129,880,1,1.0,0.529,1.0,0.214
XGBoost,129,881,1,1.0,0.529,1.0,0.214
XGBoost,129,1042,1,1.0,0.5191,1.0,0.214
XGBoost,129,1043,1,1.0,0.5191,1.0,0.214
CatBoost,129,173,1,1.0,0.8126,1.0,0.165
CatBoost,129,689,1,1.0,0.8407,1.0,0.165
CatBoost,129,793,0,0.0,0.0195,1.0,0.165
CatBoost,129,794,0,0.0,0.0162,1.0,0.165
CatBoost,129,879,0,1.0,0.226,0.0,0.165
CatBoost,129,880,1,1.0,0.7619,1.0,0.165
CatBoost,129,881,1,1.0,0.7619,1.0,0.165
CatBoost,129,1042,1,1.0,0.3195,1.0,0.165
CatBoost,129,1043,1,1.0,0.3195,1.0,0.165
RandomForest,130,1735,1,1.0,0.5604,1.0,0.231
RandomForest,130,1736,1,1.0,0.5604,1.0,0.231
RandomForest,130,2047,1,1.0,0.6751,1.0,0.231
RandomForest,130,2048,1,1.0,0.6751,1.0,0.231
LightGBM,130,1735,1,1.0,0.9398,1.0,0.165
LightGBM,130,1736,1,1.0,0.9398,1.0,0.165
LightGBM,130,2047,1,1.0,0.5528,1.0,0.165
LightGBM,130,2048,1,1.0,0.5528,1.0,0.165
XGBoost,130,1735,1,1.0,0.5696,1.0,0.214
XGBoost,130,1736,1,1.0,0.5696,1.0,0.214
XGBoost,130,2047,1,1.0,0.918,1.0,0.214
XGBoost,130,2048,1,1.0,0.918,1.0,0.214
CatBoost,130,1735,1,1.0,0.9136,1.0,0.231
CatBoost,130,1736,1,1.0,0.9136,1.0,0.231
CatBoost,130,2047,1,0.0,0.1296,0.0,0.231
CatBoost,130,2048,1,0.0,0.1296,0.0,0.231
RandomForest,132,2053,0,1.0,0.3557,0.0,0.231
LightGBM,132,2053,0,0.0,0.0897,1.0,0.165
XGBoost,132,2053,0,1.0,0.2926,0.0,0.214
CatBoost,132,2053,0,1.0,0.5488,0.0,0.231
RandomForest,133,1802,0,0.0,0.0963,1.0,0.231
RandomForest,133,2052,0,1.0,0.2946,0.0,0.231
RandomForest,133,2053,0,1.0,0.2949,0.0,0.231
RandomForest,133,2055,1,1.0,0.5453,1.0,0.231
RandomForest,133,2056,1,1.0,0.5344,1.0,0.231
LightGBM,133,1802,0,0.0,0.0025,1.0,0.165
LightGBM,133,2052,0,0.0,0.0456,1.0,0.165
LightGBM,133,2053,0,0.0,0.0198,1.0,0.165
LightGBM,133,2055,1,1.0,0.5706,1.0,0.165
LightGBM,133,2056,1,1.0,0.2489,1.0,0.165
XGBoost,133,1802,0,0.0,0.0709,1.0,0.214
XGBoost,133,2052,0,1.0,0.2212,0.0,0.214
XGBoost,133,2053,0,0.0,0.2087,1.0,0.214
XGBoost,133,2055,1,1.0,0.7156,1.0,0.214
XGBoost,133,2056,1,1.0,0.7156,1.0,0.214
CatBoost,133,1802,0,0.0,0.005,1.0,0.231
CatBoost,133,2052,0,0.0,0.0878,1.0,0.231
CatBoost,133,2053,0,0.0,0.0717,1.0,0.231
CatBoost,133,2055,1,1.0,0.7014,1.0,0.231
CatBoost,133,2056,1,1.0,0.68,1.0,0.231
RandomForest,135,2052,0,0.0,0.226,1.0,0.231
LightGBM,135,2052,0,0.0,0.0149,1.0,0.165
XGBoost,135,2052,0,0.0,0.1748,1.0,0.231
CatBoost,135,2052,0,0.0,0.0235,1.0,0.231
RandomForest,139,1995,0,1.0,0.6927,0.0,0.231
LightGBM,139,1995,0,1.0,0.6793,0.0,0.165
XGBoost,139,1995,0,1.0,0.787,0.0,0.231
CatBoost,139,1995,0,1.0,0.9507,0.0,0.1
RandomForest,146,15,0,1.0,0.3201,0.0,0.231
RandomForest,146,326,0,1.0,0.648,0.0,0.231
RandomForest,146,327,0,0.0,0.1228,1.0,0.231
RandomForest,146,503,0,0.0,0.1181,1.0,0.231
RandomForest,146,522,0,1.0,0.3294,0.0,0.231
RandomForest,146,882,1,1.0,0.6115,1.0,0.231
RandomForest,146,883,1,1.0,0.6115,1.0,0.231
RandomForest,146,884,1,1.0,0.6115,1.0,0.231
RandomForest,146,885,1,1.0,0.6115,1.0,0.231
RandomForest,146,886,1,1.0,0.6283,1.0,0.231
RandomForest,146,887,0,1.0,0.3374,0.0,0.231
RandomForest,146,888,1,1.0,0.6283,1.0,0.231
