gcid,filePath,folder,all_files,num_files,total_changes,first_revision,last_revision
95,Gaussian98Reader.java,,Gaussian98Reader.java,1,5,302,990
96,Aces2Reader.java,,Aces2Reader.java,1,2,302,315
97,GamessReader.java,,GamessReader.java,1,2,302,315
98,ADFReader.java,,ADFReader.java,1,4,302,482
99,ADFReader.java,,ADFReader.java,1,5,302,482
100,Angle.java,,Angle.java,1,3,298,315
101,Distance.java,,Distance.java,1,3,289,315
102,Dihedral.java,,Dihedral.java,1,3,289,315
103,Angle.java,,Angle.java,1,6,32,498
104,Dihedral.java,,Dihedral.java,1,5,32,498
105,Distance.java,,Distance.java,1,6,32,498
106,Angle.java,,Angle.java,1,9,32,525
107,Dihedral.java,,Dihedral.java,1,8,32,525
108,Angle.java,,Angle.java,1,5,32,315
109,Dihedral.java,,Dihedral.java,1,7,32,498
110,Angle.java,,Angle.java,1,4,32,315
111,Distance.java,,Distance.java,1,5,32,914
112,Animate.java,,Animate.java,1,1,32,32
114,Animate.java,,Animate.java,1,3,289,315
118,Animate.java,,Animate.java,1,2,206,207
121,Vibrate.java,,Vibrate.java,1,2,127,141
123,Animate.java,,Animate.java,1,3,13,206
125,Animate.java,,Animate.java,1,5,289,627
126,Vibrate.java,,Vibrate.java,1,7,127,498
128,Animate.java,,Animate.java,1,12,206,940
129,displayPanel.java,,displayPanel.java,1,1,177,177
130,Vibrate.java,,Vibrate.java,1,10,127,990
132,Animate.java,,Animate.java,1,3,13,207
136,Animate.java,,Animate.java,1,9,13,940
137,Vibrate.java,,Vibrate.java,1,9,127,990
138,Animate.java,,Animate.java,1,9,13,860
139,Animate.java,,Animate.java,1,1,13,13
140,Vibrate.java,,Vibrate.java,1,8,127,562
141,Animate.java,,Animate.java,1,2,13,289
142,Vibrate.java,,Vibrate.java,1,7,127,860
145,Animate.java,,Animate.java,1,11,13,860
146,Animate.java,,Animate.java,1,2,206,207
147,Animate.java,,Animate.java,1,1,13,13
150,Animate.java,,Animate.java,1,9,206,860
152,Animate.java,,Animate.java,1,8,289,860
158,Animate.java,,Animate.java,1,2,13,206
160,Animate.java,,Animate.java,1,2,627,860
162,Animate.java,,Animate.java,1,3,13,207
164,ArrowLine.java,,ArrowLine.java,1,3,302,328
165,ArrowLine.java,,ArrowLine.java,1,4,230,328
166,AtomType.java,,AtomType.java,1,4,28,203
168,AtomTypesModel.java,,AtomTypesModel.java,1,6,20,482
169,AtomTypesModel.java,,AtomTypesModel.java,1,6,30,739
170,AtomTypeTable.java,,AtomTypeTable.java,1,5,298,482
171,Vibrate.java,,Vibrate.java,1,8,141,990
172,AtomTypeTable.java,,AtomTypeTable.java,1,6,298,498
173,AtomTypeTable.java,,AtomTypeTable.java,1,6,298,498
174,AtomTypeTable.java,,AtomTypeTable.java,1,6,298,498
175,AtomTypeTable.java,,AtomTypeTable.java,1,6,298,498
176,Bond.java,,Bond.java,1,8,32,330
177,Bond.java,,Bond.java,1,7,32,330
178,Bond.java,,Bond.java,1,9,32,330
179,Bond.java,,Bond.java,1,6,32,330
180,ChemFrame.java,,ChemFrame.java,1,3,209,287
181,displayPanel.java,,displayPanel.java,1,3,204,210
182,displayPanel.java,,displayPanel.java,1,3,204,210
183,displayPanel.java,,displayPanel.java,1,3,204,210
184,displayPanel.java,,displayPanel.java,1,3,204,210
185,displayPanel.java,,displayPanel.java,1,3,204,210
186,ChemFrame.java,,ChemFrame.java,1,1,82,82
188,ChemFrame.java,,ChemFrame.java,1,4,82,315
190,ChemFrame.java,,ChemFrame.java,1,20,82,990
192,ChemFrame.java,,ChemFrame.java,1,2,82,959
194,ChemFrame.java,,ChemFrame.java,1,2,32,71
196,ChemFrame.java,,ChemFrame.java,1,7,32,332
198,ChemFrame.java,,ChemFrame.java,1,6,32,332
200,ChemFrame.java,,ChemFrame.java,1,1,82,82
202,ChemFrame.java,,ChemFrame.java,1,14,82,338
203,ChemFrame.java,,ChemFrame.java,1,8,209,330
204,ChemFrame.java,,ChemFrame.java,1,12,82,338
205,ChemFrame.java,,ChemFrame.java,1,33,82,990
207,ChemFrame.java,,ChemFrame.java,1,16,82,540
209,ChemFrame.java,,ChemFrame.java,1,12,82,338
211,ChemFrame.java,,ChemFrame.java,1,14,82,338
213,ChemFrame.java,,ChemFrame.java,1,19,82,540
217,ChemFrame.java,,ChemFrame.java,1,7,82,212
219,ChemFrame.java,,ChemFrame.java,1,5,82,210
221,ChemFrame.java,,ChemFrame.java,1,1,82,82
223,CMLSaver.java,,CMLSaver.java,1,3,278,315
224,XYZSaver.java,,XYZSaver.java,1,3,289,315
225,DecimalNumberField.java,,DecimalNumberField.java,1,3,298,315
226,WholeNumberField.java,,WholeNumberField.java,1,2,302,315
227,DecimalNumberField.java,,DecimalNumberField.java,1,3,298,315
228,WholeNumberField.java,,WholeNumberField.java,1,2,302,315
229,DecimalNumberField.java,,DecimalNumberField.java,1,4,298,498
230,WholeNumberField.java,,WholeNumberField.java,1,3,302,498
231,displayPanel.java,,displayPanel.java,1,1,139,139
232,displayPanel.java,,displayPanel.java,1,1,139,139
233,displayPanel.java,,displayPanel.java,1,1,177,177
234,displayPanel.java,,displayPanel.java,1,1,177,177
235,displayPanel.java,,displayPanel.java,1,3,139,204
236,Jmol.java,,Jmol.java,1,34,83,921
237,displayPanel.java,,displayPanel.java,1,3,177,210
238,displayPanel.java,,displayPanel.java,1,3,177,210
239,GamessReader.java,,GamessReader.java,1,4,136,360
241,GamessReader.java,,GamessReader.java,1,5,136,482
242,GamessReader.java,,GamessReader.java,1,2,315,360
243,GamessReader.java,,GamessReader.java,1,3,136,360
244,Gaussian92Reader.java,,Gaussian92Reader.java,1,3,315,482
245,Gaussian92Reader.java,,Gaussian92Reader.java,1,5,302,482
246,Gaussian94Reader.java,,Gaussian94Reader.java,1,3,315,482
247,Gaussian94Reader.java,,Gaussian94Reader.java,1,5,302,482
248,Gaussian94Reader.java,,Gaussian94Reader.java,1,1,130,130
249,XYZFile.java,,XYZFile.java,1,2,86,96
250,GaussianFile.java,,GaussianFile.java,1,1,96,96
251,Gaussian98Reader.java,,Gaussian98Reader.java,1,1,130,130
252,Gaussian94Reader.java,,Gaussian94Reader.java,1,5,302,990
253,Gaussian98Reader.java,,Gaussian98Reader.java,1,1,130,130
254,Gaussian94Reader.java,,Gaussian94Reader.java,1,5,302,482
255,Gaussian94Reader.java,,Gaussian94Reader.java,1,4,315,482
256,Gaussian94Reader.java,,Gaussian94Reader.java,1,2,315,360
257,Gaussian98Reader.java,,Gaussian98Reader.java,1,3,315,482
258,Gaussian98Reader.java,,Gaussian98Reader.java,1,2,302,315
259,Gaussian98Reader.java,,Gaussian98Reader.java,1,4,163,334
260,Gaussian98Reader.java,,Gaussian98Reader.java,1,6,130,482
261,Gaussian98Reader.java,,Gaussian98Reader.java,1,5,130,482
262,GaussianFile.java,,GaussianFile.java,1,1,96,96
263,XYZFile.java,,XYZFile.java,1,1,36,36
268,Jmol.java,,Jmol.java,1,20,83,574
269,Jmol.java,,Jmol.java,1,19,83,921
270,Jmol.java,,Jmol.java,1,8,130,769
271,Jmol.java,,Jmol.java,1,8,130,535
272,Jmol.java,,Jmol.java,1,9,83,319
273,Jmol.java,,Jmol.java,1,8,83,319
274,Jmol.java,,Jmol.java,1,15,83,319
275,Jmol.java,,Jmol.java,1,39,83,860
276,Jmol.java,,Jmol.java,1,41,83,921
277,Jmol.java,,Jmol.java,1,15,83,319
278,Jmol.java,,Jmol.java,1,8,83,319
279,Jmol.java,,Jmol.java,1,9,83,319
280,Jmol.java,,Jmol.java,1,6,183,359
281,Jmol.java,,Jmol.java,1,8,32,321
282,JmolResourceHandler.java,,JmolResourceHandler.java,1,10,179,587
283,JmolResourceHandler.java,,JmolResourceHandler.java,1,4,179,315
305,ListNode.java,,ListNode.java,1,3,298,315
306,MeasurementList.java,,MeasurementList.java,1,7,298,912
307,LoopedStreams.java,,LoopedStreams.java,1,2,302,315
308,LoopedStreams.java,,LoopedStreams.java,1,3,281,315
314,Measure.java,,Measure.java,1,5,289,605
315,Measure.java,,Measure.java,1,5,289,605
316,Measure.java,,Measure.java,1,6,289,605
317,Measure.java,,Measure.java,1,6,289,605
318,MeasurementList.java,,MeasurementList.java,1,8,298,914
319,Measure.java,,Measure.java,1,6,289,605
320,MeasurementList.java,,MeasurementList.java,1,8,298,914
321,Measure.java,,Measure.java,1,8,289,671
322,Measure.java,,Measure.java,1,8,289,671
323,Measure.java,,Measure.java,1,7,289,671
324,Measure.java,,Measure.java,1,7,302,671
325,Measure.java,,Measure.java,1,8,289,671
326,Measure.java,,Measure.java,1,6,315,671
327,MeasurementList.java,,MeasurementList.java,1,5,298,498
328,MeasurementList.java,,MeasurementList.java,1,8,298,914
329,MeasurementList.java,,MeasurementList.java,1,8,298,914
330,MeasurementList.java,,MeasurementList.java,1,8,298,914
331,MeasurementList.java,,MeasurementList.java,1,5,298,800
332,MeasurementList.java,,MeasurementList.java,1,8,298,914
333,MeasurementList.java,,MeasurementList.java,1,6,298,912
335,MeasurementList.java,,MeasurementList.java,1,8,298,914
337,MeasurementList.java,,MeasurementList.java,1,6,298,914
338,MeasurementList.java,,MeasurementList.java,1,6,298,914
339,MeasurementList.java,,MeasurementList.java,1,6,298,914
340,MeasurementList.java,,MeasurementList.java,1,8,298,914
341,MeasurementList.java,,MeasurementList.java,1,8,298,914
342,MeasurementList.java,,MeasurementList.java,1,8,298,914
345,Preferences.java,,Preferences.java,1,3,284,482
346,Preferences.java,,Preferences.java,1,14,82,501
350,Preferences.java,,Preferences.java,1,1,141,141
355,Preferences.java,,Preferences.java,1,2,284,315
356,Preferences.java,,Preferences.java,1,9,241,501
358,Preferences.java,,Preferences.java,1,9,284,501
359,Preferences.java,,Preferences.java,1,1,210,210
361,Preferences.java,,Preferences.java,1,10,32,501
363,Preferences.java,,Preferences.java,1,10,141,501
364,Preferences.java,,Preferences.java,1,2,579,731
365,Preferences.java,,Preferences.java,1,8,284,501
371,Preferences.java,,Preferences.java,1,9,284,501
373,Preferences.java,,Preferences.java,1,9,139,501
379,Preferences.java,,Preferences.java,1,2,82,209
381,Preferences.java,,Preferences.java,1,3,32,139
383,Preferences.java,,Preferences.java,1,3,32,139
384,Preferences.java,,Preferences.java,1,2,284,315
389,Preferences.java,,Preferences.java,1,2,32,82
390,Preferences.java,,Preferences.java,1,11,241,501
391,Preferences.java,,Preferences.java,1,10,284,501
392,Preferences.java,,Preferences.java,1,10,284,501
394,Preferences.java,,Preferences.java,1,10,284,501
396,Preferences.java,,Preferences.java,1,4,82,215
398,Preferences.java,,Preferences.java,1,4,32,141
400,Preferences.java,,Preferences.java,1,5,32,141
402,Preferences.java,,Preferences.java,1,3,82,141
403,Preferences.java,,Preferences.java,1,7,315,482
404,Preferences.java,,Preferences.java,1,8,209,501
405,Preferences.java,,Preferences.java,1,4,315,454
407,Preferences.java,,Preferences.java,1,6,210,475
408,Preferences.java,,Preferences.java,1,6,315,501
410,Preferences.java,,Preferences.java,1,1,210,210
411,Preferences.java,,Preferences.java,1,2,315,321
412,Preferences.java,,Preferences.java,1,2,315,321
413,Preferences.java,,Preferences.java,1,1,210,210
414,Preferences.java,,Preferences.java,1,6,241,475
415,Preferences.java,,Preferences.java,1,11,82,482
416,Preferences.java,,Preferences.java,1,10,82,501
417,Preferences.java,,Preferences.java,1,11,82,501
418,Preferences.java,,Preferences.java,1,3,82,210
428,Preferences.java,,Preferences.java,1,2,32,82
429,Preferences.java,,Preferences.java,1,12,32,501
431,Preferences.java,,Preferences.java,1,2,32,82
434,XYZFile.java,,XYZFile.java,1,1,86,86
435,XYZReader.java,,XYZReader.java,1,2,96,130
436,BaseAtomType.java,,BaseAtomType.java,1,2,95,315
437,BaseAtomType.java,,BaseAtomType.java,1,2,230,315
438,DisplaySettings.java,,DisplaySettings.java,1,7,82,583
440,DisplaySettings.java,,DisplaySettings.java,1,7,82,583
444,ArrowLine.java,,ArrowLine.java,1,2,302,315
445,ArrowLine.java,,ArrowLine.java,1,3,230,315
447,ArrowLine.java,,ArrowLine.java,1,1,230,230
448,ArrowLine.java,,ArrowLine.java,1,4,230,315
449,ArrowLine.java,,ArrowLine.java,1,2,298,315
450,ArrowLine.java,,ArrowLine.java,1,3,232,315
451,AtomType.java,,AtomType.java,1,3,139,315
452,AtomType.java,,AtomType.java,1,2,36,38
458,AtomType.java,,AtomType.java,1,1,36,36
459,AtomType.java,,AtomType.java,1,4,139,315
460,AtomType.java,,AtomType.java,1,2,36,38
461,AtomType.java,,AtomType.java,1,2,36,38
476,Bond.java,,Bond.java,1,5,82,330
477,Bond.java,,Bond.java,1,2,37,38
482,ChemFrame.java,,ChemFrame.java,1,1,36,36
483,ChemFrame.java,,ChemFrame.java,1,1,36,36
484,ChemFrame.java,,ChemFrame.java,1,1,36,36
488,ChemFrame.java,,ChemFrame.java,1,13,541,820
490,ChemFrame.java,,ChemFrame.java,1,10,82,338
491,ChemFrame.java,,ChemFrame.java,1,2,40,57
493,ChemFrame.java,,ChemFrame.java,1,1,37,37
494,ChemFrame.java,,ChemFrame.java,1,10,36,315
495,ChemFrame.java,,ChemFrame.java,1,6,36,163
496,ChemFrame.java,,ChemFrame.java,1,8,38,315
497,ChemFrame.java,,ChemFrame.java,1,8,37,315
498,ChemFrame.java,,ChemFrame.java,1,18,37,529
500,ChemFrame.java,,ChemFrame.java,1,4,36,57
501,ChemFrame.java,,ChemFrame.java,1,5,38,230
504,JmolApplet.java,,JmolApplet.java,1,5,81,172
505,JmolApplet.java,,JmolApplet.java,1,5,81,172
508,displayPanel.java,,displayPanel.java,1,1,113,113
509,displayPanel.java,,displayPanel.java,1,1,177,177
510,displayPanel.java,,displayPanel.java,1,3,37,230
513,displayPanel.java,,displayPanel.java,1,4,59,230
514,displayPanel.java,,displayPanel.java,1,1,139,139
515,displayPanel.java,,displayPanel.java,1,1,59,59
516,displayPanel.java,,displayPanel.java,1,1,204,204
517,displayPanel.java,,displayPanel.java,1,3,59,230
519,displayPanel.java,,displayPanel.java,1,2,37,113
524,Jmol.java,,Jmol.java,1,16,83,921
525,JmolSimpleBean.java,,JmolSimpleBean.java,1,1,41,41
526,displayPanel.java,,displayPanel.java,1,2,37,113
527,JMolCDO.java,,JMolCDO.java,1,4,279,324
528,CMLHandler.java,,CMLHandler.java,1,1,230,230
529,JMolCDO.java,,JMolCDO.java,1,4,230,335
532,JMolCDO.java,,JMolCDO.java,1,8,102,627
534,JMolCDO.java,,JMolCDO.java,1,5,106,324
535,JMolCDO.java,,JMolCDO.java,1,5,158,335
536,JMolCDO.java,,JMolCDO.java,1,2,106,212
554,Bond.java,,Bond.java,1,2,37,38
555,Bond.java,,Bond.java,1,2,37,38
556,Bond.java,,Bond.java,1,2,37,38
557,Bond.java,,Bond.java,1,2,37,38
559,ChemFrame.java,,ChemFrame.java,1,2,36,37
560,ChemFrame.java,,ChemFrame.java,1,4,36,232
561,ChemFrame.java,,ChemFrame.java,1,2,36,37
563,CMLHandler.java,,CMLHandler.java,1,1,230,230
564,CMLHandler.java,,CMLHandler.java,1,3,55,232
565,CMLHandler.java,,CMLHandler.java,1,3,55,232
566,CMLHandler.java,,CMLHandler.java,1,2,55,230
567,CMLHandler.java,,CMLHandler.java,1,3,55,232
568,CMLHandler.java,,CMLHandler.java,1,2,55,230
569,displayPanel.java,,displayPanel.java,1,5,37,230
570,displayPanel.java,,displayPanel.java,1,4,37,230
571,displayPanel.java,,displayPanel.java,1,4,36,113
572,displayPanel.java,,displayPanel.java,1,2,36,37
574,displayPanel.java,,displayPanel.java,1,1,36,36
577,displayPanel.java,,displayPanel.java,1,1,36,36
579,displayPanel.java,,displayPanel.java,1,5,36,113
580,displayPanel.java,,displayPanel.java,1,1,36,36
581,displayPanel.java,,displayPanel.java,1,1,36,36
584,displayPanel.java,,displayPanel.java,1,1,36,36
585,JmolApplet.java,,JmolApplet.java,1,4,113,172
586,JmolApplet.java,,JmolApplet.java,1,3,163,172
587,JmolSimpleBean.java,,JmolSimpleBean.java,1,2,58,230
591,JmolSimpleBean.java,,JmolSimpleBean.java,1,9,36,498
592,JmolSimpleBean.java,,JmolSimpleBean.java,1,9,36,498
593,JmolSimpleBean.java,,JmolSimpleBean.java,1,10,37,498
594,JmolSimpleBean.java,,JmolSimpleBean.java,1,8,37,498
595,JmolSimpleBean.java,,JmolSimpleBean.java,1,9,37,498
596,JmolSimpleBean.java,,JmolSimpleBean.java,1,10,36,315
597,JmolSimpleBean.java,,JmolSimpleBean.java,1,8,37,315
598,JmolSimpleBean.java,,JmolSimpleBean.java,1,10,36,315
599,JmolSimpleBean.java,,JmolSimpleBean.java,1,4,41,310
600,JmolSimpleBean.java,,JmolSimpleBean.java,1,2,41,58
601,AtomType.java,,AtomType.java,1,3,71,139
602,AtomType.java,,AtomType.java,1,3,36,38
603,AtomTypeSet.java,,AtomTypeSet.java,1,1,315,315
604,AtomTypeSet.java,,AtomTypeSet.java,1,3,172,315
605,AtomTypeSet.java,,AtomTypeSet.java,1,2,302,315
606,AtomTypeSet.java,,AtomTypeSet.java,1,3,173,315
607,BaseAtomType.java,,BaseAtomType.java,1,4,126,713
608,BaseAtomType.java,,BaseAtomType.java,1,1,315,315
610,BaseAtomType.java,,BaseAtomType.java,1,3,95,315
611,BaseAtomType.java,,BaseAtomType.java,1,1,315,315
612,BaseAtomType.java,,BaseAtomType.java,1,4,95,325
613,BaseAtomType.java,,BaseAtomType.java,1,3,230,315
614,BaseAtomType.java,,BaseAtomType.java,1,3,95,315
615,BaseAtomType.java,,BaseAtomType.java,1,3,230,315
616,BaseAtomType.java,,BaseAtomType.java,1,4,95,325
617,BaseAtomType.java,,BaseAtomType.java,1,1,315,315
619,Bond.java,,Bond.java,1,3,36,38
620,ChemFrame.java,,ChemFrame.java,1,13,82,627
621,ChemFrame.java,,ChemFrame.java,1,6,40,315
622,DisplaySettings.java,,DisplaySettings.java,1,1,37,37
626,displayPanel.java,,displayPanel.java,1,1,36,36
628,DisplaySettings.java,,DisplaySettings.java,1,1,54,54
630,ChemFrame.java,,ChemFrame.java,1,1,40,40
634,ChemFrame.java,,ChemFrame.java,1,1,40,40
636,ChemFrame.java,,ChemFrame.java,1,7,40,315
637,ChemFrame.java,,ChemFrame.java,1,36,40,990
638,AtomRenderer.java,,AtomRenderer.java,1,4,230,377
639,AtomRenderer.java,,AtomRenderer.java,1,1,48,48
640,AtomRenderer.java,,AtomRenderer.java,1,3,230,315
641,AtomRenderer.java,,AtomRenderer.java,1,2,163,232
642,BondRenderer.java,,BondRenderer.java,1,5,51,315
643,BondRenderer.java,,BondRenderer.java,1,2,230,315
644,BondRenderer.java,,BondRenderer.java,1,2,230,315
645,BondRenderer.java,,BondRenderer.java,1,4,51,315
648,XYZReader.java,,XYZReader.java,1,5,163,323
649,Gaussian98Reader.java,,Gaussian98Reader.java,1,1,81,81
651,Gaussian98Reader.java,,Gaussian98Reader.java,1,2,163,315
654,CMLReader.java,,CMLReader.java,1,1,96,96
655,CMLReader.java,,CMLReader.java,1,1,81,81
656,ReaderFactory.java,,ReaderFactory.java,1,3,265,335
657,ReaderFactory.java,,ReaderFactory.java,1,3,230,315
658,Splash.java,,Splash.java,1,5,83,498
659,Splash.java,,Splash.java,1,2,302,315
661,PropertyGraph.java,,PropertyGraph.java,1,7,107,598
662,PropertyGraph.java,,PropertyGraph.java,1,7,107,598
663,PropertyGraph.java,,PropertyGraph.java,1,7,107,598
664,Vibrate.java,,Vibrate.java,1,8,127,562
665,PropertyGraph.java,,PropertyGraph.java,1,8,107,598
666,Vibrate.java,,Vibrate.java,1,7,127,498
667,JMolCDO.java,,JMolCDO.java,1,6,102,627
668,JMolCDO.java,,JMolCDO.java,1,1,102,102
672,JMolCDO.java,,JMolCDO.java,1,4,110,498
673,JMolCDO.java,,JMolCDO.java,1,1,110,110
674,JMolCDO.java,,JMolCDO.java,1,4,212,315
675,JMolCDO.java,,JMolCDO.java,1,4,110,315
677,JMolCDO.java,,JMolCDO.java,1,4,230,315
679,JmolApplet.java,,JmolApplet.java,1,11,113,899
680,displayPanel.java,,displayPanel.java,1,1,113,113
681,JmolApplet.java,,JmolApplet.java,1,4,113,216
682,JmolApplet.java,,JmolApplet.java,1,6,163,315
683,JmolApplet.java,,JmolApplet.java,1,4,163,216
684,JmolApplet.java,,JmolApplet.java,1,3,163,216
686,PropertyGraph.java,,PropertyGraph.java,1,1,115,115
687,Vibrate.java,,Vibrate.java,1,2,127,302
688,CMLReader.java,,CMLReader.java,1,4,130,315
689,XYZReader.java,,XYZReader.java,1,3,298,315
690,GamessReader.java,,GamessReader.java,1,1,136,136
691,PropertyGraph.java,,PropertyGraph.java,1,6,298,598
692,PropertyGraph.java,,PropertyGraph.java,1,5,302,598
693,Preferences.java,,Preferences.java,1,9,141,501
694,Preferences.java,,Preferences.java,1,5,141,498
695,CACheReader.java,,CACheReader.java,1,6,144,731
696,Aces2Reader.java,,Aces2Reader.java,1,2,302,315
697,Gaussian98Reader.java,,Gaussian98Reader.java,1,3,163,315
698,GamessReader.java,,GamessReader.java,1,2,302,315
699,Gaussian98Reader.java,,Gaussian98Reader.java,1,3,163,315
700,PDBReader.java,,PDBReader.java,1,4,163,315
701,AtomType.java,,AtomType.java,1,4,203,315
702,AtomRenderer.java,,AtomRenderer.java,1,2,230,315
703,AtomType.java,,AtomType.java,1,3,298,315
704,AtomRenderer.java,,AtomRenderer.java,1,2,230,315
705,AtomType.java,,AtomType.java,1,3,298,315
706,AtomRenderer.java,,AtomRenderer.java,1,2,230,315
707,displayPanel.java,,displayPanel.java,1,2,163,230
709,displayPanel.java,,displayPanel.java,1,2,163,230
710,Atom.java,,Atom.java,1,13,163,758
711,ChemFrame.java,,ChemFrame.java,1,2,163,230
712,PDBReader.java,,PDBReader.java,1,6,298,341
713,PDBReader.java,,PDBReader.java,1,5,230,342
715,ChemFrame.java,,ChemFrame.java,1,2,230,232
716,ADFReader.java,,ADFReader.java,1,4,302,482
717,SharcShielding.java,,SharcShielding.java,1,2,302,315
718,SelectSharcReference.java,,SelectSharcReference.java,1,1,315,315
719,ChemFrame.java,,ChemFrame.java,1,1,230,230
720,AtomTypeSet.java,,AtomTypeSet.java,1,1,172,172
721,RecentFilesDialog.java,,RecentFilesDialog.java,1,2,177,207
722,RecentFilesDialog.java,,RecentFilesDialog.java,1,1,177,177
723,PovrayDialog.java,,PovrayDialog.java,1,3,298,498
724,CMLSaver.java,,CMLSaver.java,1,3,278,315
725,PovraySaver.java,,PovraySaver.java,1,4,208,302
726,PovrayDialog.java,,PovrayDialog.java,1,3,298,710
727,PovrayDialog.java,,PovrayDialog.java,1,4,298,498
729,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,3,199,742
730,JmolSimpleBean.java,,JmolSimpleBean.java,1,6,230,315
731,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,8,196,742
732,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,8,196,742
733,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,4,197,535
734,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,4,197,315
735,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,1,197,197
736,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,11,197,727
737,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,12,197,742
738,Bond.java,,Bond.java,1,4,198,315
739,RasMolScriptHandler.java,,RasMolScriptHandler.java,1,6,204,742
740,Bond.java,,Bond.java,1,7,205,711
741,DisplaySettings.java,,DisplaySettings.java,1,9,209,679
742,DisplaySettings.java,,DisplaySettings.java,1,9,209,679
743,ChemFrame.java,,ChemFrame.java,1,7,210,333
744,Preferences.java,,Preferences.java,1,1,210,210
745,JMolCDO.java,,JMolCDO.java,1,2,315,324
746,AtomTypesModel.java,,AtomTypesModel.java,1,4,298,605
747,JmolApplet.java,,JmolApplet.java,1,9,216,899
748,Gaussian92Reader.java,,Gaussian92Reader.java,1,2,302,315
749,Gaussian94Reader.java,,Gaussian94Reader.java,1,2,302,315
750,ADFReader.java,,ADFReader.java,1,2,302,315
753,CMLHandler.java,,CMLHandler.java,1,1,230,230
754,CMLHandler.java,,CMLHandler.java,1,1,230,230
756,XYZReader.java,,XYZReader.java,1,2,302,315
757,CMLHandler.java,,CMLHandler.java,1,1,230,230
758,CMLHandler.java,,CMLHandler.java,1,1,230,230
759,CMLHandler.java,,CMLHandler.java,1,1,230,230
760,CMLHandler.java,,CMLHandler.java,1,1,230,230
762,DisplayPanel.java,,DisplayPanel.java,1,7,232,707
763,DisplayPanel.java,,DisplayPanel.java,1,1,295,295
764,DisplayPanel.java,,DisplayPanel.java,1,2,295,315
765,DisplayPanel.java,,DisplayPanel.java,1,2,315,687
766,DisplayPanel.java,,DisplayPanel.java,1,14,232,689
767,DisplayPanel.java,,DisplayPanel.java,1,5,232,583
768,DisplayPanel.java,,DisplayPanel.java,1,2,232,295
769,DisplayPanel.java,,DisplayPanel.java,1,3,232,296
770,JmolApplet.java,,JmolApplet.java,1,2,232,315
771,ChemFrameRenderer.java,,ChemFrameRenderer.java,1,1,242,242
